	venue	innings	ball	batting_team	bowling_team	batsmen	bowlers	runs
1445	Wankhede Stadium	2	5.7	Chennai Super Kings	Sunrisers Hyderabad	"SK Raina,SR Watson,F du Plessis"	"Sandeep Sharma,B Kumar"	35
1446	Arun Jaitley Stadium	1	5.7	Mumbai Indians	Delhi Capitals	"Q de Kock,RG Sharma"	"K Rabada,CH Morris,KMA Paul,I Sharma"	57
1447	Arun Jaitley Stadium	2	5.6	Delhi Capitals	Mumbai Indians	"PP Shaw,S Dhawan"	"J Yadav,SL Malinga,JJ Bumrah,HH Pandya,RD Chahar"	48
1448	Eden Gardens	1	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"PA Patel,V Kohli,AD Nath"	"M Prasidh Krishna,HF Gurney,SP Narine"	42
1449	Eden Gardens	2	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"Shubman Gill,CA Lynn,RV Uthappa,N Rana,SP Narine"	"Mohammed Siraj,NA Saini,DW Steyn"	37
145	SuperSport Park	2	5.6	Rajasthan Royals	Delhi Daredevils	"SA Asnodkar,RJ Quiney,PC Valthaty,GC Smith"	"PJ Sangwan,DP Nannes,A Nehra"	33
1450	Sawai Mansingh Stadium	1	5.7	Mumbai Indians	Rajasthan Royals	"Q de Kock,RG Sharma,SA Yadav"	"S Gopal,DS Kulkarni,JC Archer,JD Unadkat,STR Binny"	46
1451	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"SPD Smith,AM Rahane,SV Samson"	"SL Malinga,JJ Bumrah,HH Pandya,KH Pandya,RD Chahar"	60
1452	Arun Jaitley Stadium	1	5.6	Kings XI Punjab	Delhi Capitals	"MA Agarwal,CH Gayle,KL Rahul,DA Miller"	"K Rabada,S Lamichhane,I Sharma"	50
1453	Arun Jaitley Stadium	2	5.6	Delhi Capitals	Kings XI Punjab	"PP Shaw,SS Iyer,S Dhawan"	"Mohammed Shami,GC Viljoen,R Ashwin,Harpreet Brar,SM Curran"	60
1454	Rajiv Gandhi International Stadium	1	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"N Rana,Shubman Gill,CA Lynn,SP Narine"	"S Nadeem,KK Ahmed,Sandeep Sharma,B Kumar"	61
1455	Rajiv Gandhi International Stadium	2	5.7	Sunrisers Hyderabad	Kolkata Knight Riders	"JM Bairstow,DA Warner"	"Y Prithvi Raj,KC Cariappa,PP Chawla,SP Narine,HF Gurney"	72
1456	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Chennai Super Kings	"PA Patel,V Kohli,AB de Villiers"	"DL Chahar,SN Thakur"	49
1457	M Chinnaswamy Stadium	2	5.6	Chennai Super Kings	Royal Challengers Bangalore	"SK Raina,KM Jadhav,AT Rayudu,MS Dhoni,F du Plessis,SR Watson"	"NA Saini,UT Yadav,DW Steyn"	32
1458	Sawai Mansingh Stadium	1	5.6	Rajasthan Royals	Delhi Capitals	"SPD Smith,AM Rahane"	"K Rabada,AR Patel,I Sharma"	52
1459	Sawai Mansingh Stadium	2	5.6	Delhi Capitals	Rajasthan Royals	"PP Shaw,S Dhawan"	"S Gopal,DS Kulkarni,JC Archer,JD Unadkat,STR Binny"	59
146	Kingsmead	1	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"CH Gayle,BB McCullum,SC Ganguly,BJ Hodge"	"Pankaj Singh,KP Pietersen,A Kumble,RE van der Merwe,P Kumar"	45
1460	MA Chidambaram Stadium	1	5.6	Sunrisers Hyderabad	Chennai Super Kings	"MK Pandey,JM Bairstow,DA Warner"	"Harbhajan Singh,DL Chahar"	54
1461	MA Chidambaram Stadium	2	5.6	Chennai Super Kings	Sunrisers Hyderabad	"SK Raina,SR Watson,F du Plessis"	"KK Ahmed,Shakib Al Hasan,B Kumar,Sandeep Sharma"	49
1462	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"PA Patel,V Kohli,AB de Villiers"	"Mohammed Shami,AS Rajpoot"	70
1463	M Chinnaswamy Stadium	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"MA Agarwal,CH Gayle,KL Rahul"	"TG Southee,NA Saini,YS Chahal,UT Yadav"	68
1464	Eden Gardens	1	5.6	Kolkata Knight Riders	Rajasthan Royals	"N Rana,Shubman Gill,CA Lynn,KD Karthik"	"VR Aaron,JC Archer,O Thomas"	32
1465	Eden Gardens	2	5.6	Rajasthan Royals	Kolkata Knight Riders	"SPD Smith,AM Rahane,SV Samson"	"M Prasidh Krishna,Y Prithvi Raj,AD Russell,CR Brathwaite,SP Narine"	55
1466	MA Chidambaram Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"E Lewis,Q de Kock,RG Sharma"	"Harbhajan Singh,DL Chahar"	45
1467	MA Chidambaram Stadium	2	5.6	Chennai Super Kings	Mumbai Indians	"SK Raina,KM Jadhav,AT Rayudu,M Vijay,SR Watson"	"JJ Bumrah,HH Pandya,KH Pandya,SL Malinga"	40
1468	Sawai Mansingh Stadium	1	5.6	Sunrisers Hyderabad	Rajasthan Royals	"MK Pandey,KS Williamson,DA Warner"	"S Gopal,VR Aaron,O Thomas,JD Unadkat"	51
1469	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Sunrisers Hyderabad	"LS Livingstone,AM Rahane"	"Shakib Al Hasan,KK Ahmed,Rashid Khan,S Kaul,B Kumar"	60
147	Kingsmead	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"SP Goswami,JH Kallis"	"CH Gayle,AB Agarkar,M Kartik,I Sharma"	46
1470	Arun Jaitley Stadium	1	5.6	Delhi Capitals	Royal Challengers Bangalore	"PP Shaw,SS Iyer,S Dhawan"	"YS Chahal,NA Saini,Washington Sundar,UT Yadav"	59
1471	Arun Jaitley Stadium	2	5.6	Royal Challengers Bangalore	Delhi Capitals	"PA Patel,V Kohli,AB de Villiers"	"K Rabada,AR Patel,S Lamichhane,I Sharma"	64
1472	Eden Gardens	1	5.6	Kolkata Knight Riders	Mumbai Indians	"Shubman Gill,CA Lynn"	"JJ Bumrah,BB Sran,KH Pandya,SL Malinga"	50
1473	Eden Gardens	2	5.6	Mumbai Indians	Kolkata Knight Riders	"E Lewis,Q de Kock,RG Sharma,SA Yadav"	"HF Gurney,S Sandeep Warrier,SP Narine"	41
1474	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"WP Saha,DA Warner"	"Mohammed Shami,Mujeeb Ur Rahman,Arshdeep Singh,R Ashwin"	77
1475	Rajiv Gandhi International Stadium	2	5.6	Kings XI Punjab	Sunrisers Hyderabad	"MA Agarwal,CH Gayle,KL Rahul"	"Rashid Khan,KK Ahmed,Sandeep Sharma,B Kumar"	44
1476	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Delhi Capitals	"SK Raina,SR Watson,F du Plessis"	"TA Boult,AR Patel,CH Morris,J Suchith"	27
1477	MA Chidambaram Stadium	2	5.6	Delhi Capitals	Chennai Super Kings	"PP Shaw,RR Pant,SS Iyer,S Dhawan"	"Harbhajan Singh,DL Chahar"	59
1478	Wankhede Stadium	1	5.6	Mumbai Indians	Sunrisers Hyderabad	"Q de Kock,RG Sharma,SA Yadav"	"Rashid Khan,KK Ahmed,Mohammad Nabi,B Kumar"	44
1479	Wankhede Stadium	2	5.6	Sunrisers Hyderabad	Mumbai Indians	"MJ Guptill,MK Pandey,KS Williamson,WP Saha"	"JJ Bumrah,BB Sran,SL Malinga"	59
148	Kingsmead	1	5.6	Kings XI Punjab	Mumbai Indians	"K Goel,Yuvraj Singh,RS Bopara,KC Sangakkara"	"Harbhajan Singh,Z Khan,DJ Bravo,SL Malinga"	26
1480	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"MA Agarwal,CH Gayle,KL Rahul,N Pooran"	"HF Gurney,S Sandeep Warrier,SP Narine"	41
1481	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"Shubman Gill,CA Lynn"	"Mohammed Shami,Arshdeep Singh,R Ashwin,AJ Tye"	62
1482	Arun Jaitley Stadium	1	5.6	Rajasthan Royals	Delhi Capitals	"MK Lomror,S Gopal,R Parag,LS Livingstone,AM Rahane,SV Samson"	"TA Boult,AR Patel,I Sharma"	30
1483	Arun Jaitley Stadium	2	5.6	Delhi Capitals	Rajasthan Royals	"PP Shaw,RR Pant,SS Iyer,S Dhawan"	"S Gopal,IS Sodhi,K Gowtham,O Thomas,VR Aaron"	46
1484	M Chinnaswamy Stadium	1	5.6	Sunrisers Hyderabad	Royal Challengers Bangalore	"MJ Guptill,MK Pandey,WP Saha"	"NA Saini,YS Chahal,UT Yadav"	52
1485	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"Gurkeerat Singh,V Kohli,PA Patel,AB de Villiers,SO Hetmyer"	"Rashid Khan,KK Ahmed,B Kumar"	49
1486	Punjab Cricket Association IS Bindra Stadium	1	5.6	Chennai Super Kings	Kings XI Punjab	"SK Raina,SR Watson,F du Plessis"	"Mohammed Shami,SM Curran,Harpreet Brar,R Ashwin"	42
1487	Punjab Cricket Association IS Bindra Stadium	2	5.8	Kings XI Punjab	Chennai Super Kings	"CH Gayle,KL Rahul"	"Harbhajan Singh,DL Chahar,DJ Bravo"	68
1488	Wankhede Stadium	1	5.6	Kolkata Knight Riders	Mumbai Indians	"Shubman Gill,CA Lynn"	"SL Malinga,JJ Bumrah,KH Pandya,RD Chahar,MJ McClenaghan"	49
1489	Wankhede Stadium	2	5.6	Mumbai Indians	Kolkata Knight Riders	"Q de Kock,RG Sharma"	"HF Gurney,AD Russell,S Sandeep Warrier,SP Narine"	46
149	Kingsmead	2	5.6	Mumbai Indians	Kings XI Punjab	"ST Jayasuriya,JP Duminy,S Dhawan,DJ Bravo,SR Tendulkar"	"VS Malik,IK Pathan,RR Powar,YA Abdulla"	23
1490	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Mumbai Indians	"SK Raina,M Vijay,SR Watson,F du Plessis"	"J Yadav,SL Malinga,JJ Bumrah,KH Pandya,RD Chahar"	32
1491	MA Chidambaram Stadium	2	5.6	Mumbai Indians	Chennai Super Kings	"SA Yadav,RG Sharma,Q de Kock,Ishan Kishan"	"Harbhajan Singh,DL Chahar"	44
1492	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Sunrisers Hyderabad	Delhi Capitals	"MJ Guptill,MK Pandey,WP Saha"	"TA Boult,AR Patel,I Sharma"	54
1493	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Delhi Capitals	Sunrisers Hyderabad	"PP Shaw,S Dhawan"	"Rashid Khan,KK Ahmed,Mohammad Nabi,B Kumar"	55
1494	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Delhi Capitals	Chennai Super Kings	"PP Shaw,C Munro,SS Iyer,S Dhawan"	"Harbhajan Singh,DL Chahar,SN Thakur"	41
1495	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Chennai Super Kings	Delhi Capitals	"SR Watson,F du Plessis"	"TA Boult,AR Patel,I Sharma"	42
1496	Rajiv Gandhi International Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"Q de Kock,RG Sharma,SA Yadav,Ishan Kishan"	"Harbhajan Singh,DL Chahar,SN Thakur"	45
1497	Rajiv Gandhi International Stadium	2	5.7	Chennai Super Kings	Mumbai Indians	"SK Raina,SR Watson,F du Plessis"	"JJ Bumrah,MJ McClenaghan,KH Pandya,SL Malinga"	53
1498	Sheikh Zayed Stadium	1	5.6	Mumbai Indians	Chennai Super Kings	"SS Tiwary,Q de Kock,RG Sharma,SA Yadav"	"SM Curran,L Ngidi,DL Chahar,PP Chawla"	51
1499	Sheikh Zayed Stadium	2	5.7	Chennai Super Kings	Mumbai Indians	"M Vijay,SR Watson,AT Rayudu,F du Plessis"	"TA Boult,JJ Bumrah,JL Pattinson"	37
15	MA Chidambaram Stadium	2	5.6	Mumbai Indians	Chennai Super Kings	"SM Pollock,ST Jayasuriya,L Ronchi,RV Uthappa"	"MS Gony,JDP Oram"	52
150	SuperSport Park	1	5.6	Chennai Super Kings	Rajasthan Royals	"PA Patel,SK Raina,S Badrinath,ML Hayden"	"AD Mascarenhas,YK Pathan"	40
1500	Dubai International Cricket Stadium	1	5.6	Delhi Capitals	Kings XI Punjab	"RR Pant,SS Iyer,S Dhawan,PP Shaw,SO Hetmyer"	"Mohammed Shami,SS Cottrell,CJ Jordan"	23
1501	Dubai International Cricket Stadium	2	5.6	Kings XI Punjab	Delhi Capitals	"MA Agarwal,KK Nair,GJ Maxwell,KL Rahul,N Pooran"	"K Rabada,R Ashwin,A Nortje,MM Sharma"	35
1502	Dubai International Cricket Stadium	1	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"AJ Finch,D Padikkal"	"T Natarajan,MR Marsh,Sandeep Sharma,V Shankar,B Kumar"	53
1503	Dubai International Cricket Stadium	2	5.6	Sunrisers Hyderabad	Royal Challengers Bangalore	"MK Pandey,JM Bairstow,DA Warner"	"NA Saini,UT Yadav,DW Steyn"	48
1504	Sharjah Cricket Stadium	1	5.6	Rajasthan Royals	Chennai Super Kings	"YBK Jaiswal,SPD Smith,SV Samson"	"SM Curran,L Ngidi,DL Chahar"	54
1505	Sharjah Cricket Stadium	2	5.6	Chennai Super Kings	Rajasthan Royals	"M Vijay,SR Watson"	"S Gopal,JC Archer,TK Curran,JD Unadkat"	53
1506	Sheikh Zayed Stadium	1	5.6	Mumbai Indians	Kolkata Knight Riders	"Q de Kock,RG Sharma,SA Yadav"	"S Sandeep Warrier,PJ Cummins,Shivam Mavi,SP Narine"	59
1507	Sheikh Zayed Stadium	2	5.6	Kolkata Knight Riders	Mumbai Indians	"KD Karthik,Shubman Gill,N Rana,SP Narine"	"TA Boult,JJ Bumrah,RD Chahar,JL Pattinson"	33
1508	Dubai International Cricket Stadium	1	5.6	Delhi Capitals	Chennai Super Kings	"PP Shaw,S Dhawan"	"JR Hazlewood,SM Curran,DL Chahar"	36
1509	Dubai International Cricket Stadium	2	5.7	Chennai Super Kings	Delhi Capitals	"M Vijay,SR Watson,F du Plessis"	"K Rabada,AR Patel,Avesh Khan,A Nortje"	34
151	SuperSport Park	2	5.6	Rajasthan Royals	Chennai Super Kings	"SA Asnodkar,RA Jadeja,RJ Quiney,GC Smith"	"S Tyagi,JA Morkel,JDP Oram"	38
1510	Dubai International Cricket Stadium	1	5.8	Kings XI Punjab	Royal Challengers Bangalore	"MA Agarwal,KL Rahul"	"NA Saini,UT Yadav,DW Steyn"	50
1511	Dubai International Cricket Stadium	2	5.8	Royal Challengers Bangalore	Kings XI Punjab	"AJ Finch,V Kohli,JR Philippe,AB de Villiers,D Padikkal"	"Mohammed Shami,SS Cottrell,Ravi Bishnoi"	40
1512	Sheikh Zayed Stadium	1	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"MK Pandey,JM Bairstow,DA Warner"	"PJ Cummins,Shivam Mavi,SP Narine"	40
1513	Sheikh Zayed Stadium	2	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"KD Karthik,Shubman Gill,N Rana,SP Narine"	"T Natarajan,KK Ahmed,B Kumar"	52
1514	Sharjah Cricket Stadium	1	5.6	Kings XI Punjab	Rajasthan Royals	"MA Agarwal,KL Rahul"	"AS Rajpoot,JC Archer,JD Unadkat"	60
1515	Sharjah Cricket Stadium	2	5.6	Rajasthan Royals	Kings XI Punjab	"SPD Smith,SV Samson,JC Buttler"	"Mohammed Shami,SS Cottrell,Ravi Bishnoi,JDS Neesham"	69
1516	Dubai International Cricket Stadium	1	5.7	Kolkata Knight Riders	Rajasthan Royals	"Shubman Gill,N Rana,SP Narine"	"AS Rajpoot,JC Archer,TK Curran,JD Unadkat"	42
1517	Dubai International Cricket Stadium	2	5.6	Rajasthan Royals	Kolkata Knight Riders	"RV Uthappa,SPD Smith,SV Samson,JC Buttler"	"PJ Cummins,Shivam Mavi,SP Narine"	39
1518	Sheikh Zayed Stadium	1	5.6	Sunrisers Hyderabad	Delhi Capitals	"JM Bairstow,DA Warner"	"K Rabada,A Nortje,MP Stoinis,I Sharma"	38
1519	Sheikh Zayed Stadium	2	5.6	Delhi Capitals	Sunrisers Hyderabad	"PP Shaw,SS Iyer,S Dhawan"	"T Natarajan,KK Ahmed,B Kumar"	34
152	SuperSport Park	1	5.6	Deccan Chargers	Delhi Daredevils	"HH Gibbs,AC Gilchrist,RG Sharma,AA Bilakhia"	"PJ Sangwan,DP Nannes,A Nehra"	37
1520	Dubai International Cricket Stadium	1	5.7	Royal Challengers Bangalore	Mumbai Indians	"AJ Finch,D Padikkal"	"TA Boult,JJ Bumrah,RD Chahar,JL Pattinson"	59
1521	Dubai International Cricket Stadium	2	5.6	Mumbai Indians	Royal Challengers Bangalore	"Q de Kock,RG Sharma,SA Yadav,Ishan Kishan"	"I Udana,NA Saini,Washington Sundar"	35
1522	Sheikh Zayed Stadium	1	5.6	Mumbai Indians	Kings XI Punjab	"RG Sharma,Q de Kock,SA Yadav,Ishan Kishan"	"Mohammed Shami,SS Cottrell,Ravi Bishnoi,K Gowtham"	41
1523	Sheikh Zayed Stadium	2	5.6	Kings XI Punjab	Mumbai Indians	"MA Agarwal,KL Rahul,N Pooran,KK Nair"	"TA Boult,JJ Bumrah,KH Pandya,JL Pattinson"	41
1524	Dubai International Cricket Stadium	1	5.6	Sunrisers Hyderabad	Chennai Super Kings	"MK Pandey,JM Bairstow,DA Warner"	"SM Curran,DL Chahar,SN Thakur"	42
1525	Dubai International Cricket Stadium	2	5.6	Chennai Super Kings	Sunrisers Hyderabad	"KM Jadhav,SR Watson,AT Rayudu,F du Plessis"	"T Natarajan,KK Ahmed,B Kumar"	36
1526	Sheikh Zayed Stadium	1	5.6	Rajasthan Royals	Royal Challengers Bangalore	"MK Lomror,RV Uthappa,SPD Smith,SV Samson,JC Buttler"	"YS Chahal,I Udana,NA Saini,Washington Sundar"	38
1527	Sheikh Zayed Stadium	2	5.6	Royal Challengers Bangalore	Rajasthan Royals	"AJ Finch,V Kohli,D Padikkal"	"S Gopal,JC Archer,TK Curran,JD Unadkat"	50
1528	Sharjah Cricket Stadium	1	5.6	Delhi Capitals	Kolkata Knight Riders	"PP Shaw,S Dhawan"	"CV Varun,PJ Cummins,Shivam Mavi,SP Narine"	57
1529	Sharjah Cricket Stadium	2	5.7	Kolkata Knight Riders	Delhi Capitals	"Shubman Gill,N Rana,SP Narine"	"R Ashwin,A Nortje,MP Stoinis,K Rabada,HV Patel"	59
153	SuperSport Park	2	5.8	Delhi Daredevils	Deccan Chargers	"TM Dilshan,AB de Villiers,V Sehwag,G Gambhir"	"RP Singh,Shoaib Ahmed,FH Edwards"	41
1530	Dubai International Cricket Stadium	1	5.6	Kings XI Punjab	Chennai Super Kings	"MA Agarwal,KL Rahul"	"SM Curran,DL Chahar,SN Thakur"	46
1531	Dubai International Cricket Stadium	2	5.6	Chennai Super Kings	Kings XI Punjab	"SR Watson,F du Plessis"	"Mohammed Shami,CJ Jordan,SS Cottrell,Harpreet Brar"	60
1532	Sharjah Cricket Stadium	1	5.6	Mumbai Indians	Sunrisers Hyderabad	"SA Yadav,RG Sharma,Q de Kock,Ishan Kishan"	"T Natarajan,S Kaul,Sandeep Sharma"	48
1533	Sharjah Cricket Stadium	2	5.6	Sunrisers Hyderabad	Mumbai Indians	"MK Pandey,JM Bairstow,DA Warner"	"TA Boult,JJ Bumrah,KH Pandya,JL Pattinson"	56
1534	Dubai International Cricket Stadium	1	5.6	Delhi Capitals	Royal Challengers Bangalore	"PP Shaw,S Dhawan"	"YS Chahal,I Udana,NA Saini,Washington Sundar"	63
1535	Dubai International Cricket Stadium	2	5.6	Royal Challengers Bangalore	Delhi Capitals	"AJ Finch,V Kohli,AB de Villiers,D Padikkal"	"R Ashwin,A Nortje,K Rabada,AR Patel,HV Patel"	43
1536	Sheikh Zayed Stadium	1	5.7	Mumbai Indians	Rajasthan Royals	"Q de Kock,RG Sharma,SA Yadav"	"S Gopal,Kartik Tyagi,AS Rajpoot,JC Archer,TK Curran"	57
1537	Sheikh Zayed Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"MK Lomror,YBK Jaiswal,SPD Smith,SV Samson,JC Buttler"	"TA Boult,JJ Bumrah,JL Pattinson"	31
1538	Sheikh Zayed Stadium	1	5.7	Kolkata Knight Riders	Chennai Super Kings	"Shubman Gill,N Rana,RA Tripathi"	"SM Curran,DL Chahar,SN Thakur"	52
1539	Sheikh Zayed Stadium	2	5.6	Chennai Super Kings	Kolkata Knight Riders	"SR Watson,AT Rayudu,F du Plessis"	"PJ Cummins,Shivam Mavi"	54
154	Buffalo Park	1	5.6	Mumbai Indians	Kolkata Knight Riders	"Harbhajan Singh,ST Jayasuriya,SR Tendulkar,AM Nayar"	"AB Dinda,M Kartik,I Sharma,LR Shukla"	40
1540	Dubai International Cricket Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"JM Bairstow,DA Warner"	"Mohammed Shami,Mujeeb Ur Rahman,SS Cottrell"	58
1541	Dubai International Cricket Stadium	2	5.6	Kings XI Punjab	Sunrisers Hyderabad	"MA Agarwal,KL Rahul,N Pooran,P Simran Singh"	"T Natarajan,Sandeep Sharma,KK Ahmed"	45
1542	Sharjah Cricket Stadium	1	5.7	Delhi Capitals	Rajasthan Royals	"RR Pant,MP Stoinis,SS Iyer,S Dhawan,PP Shaw"	"VR Aaron,JC Archer,Kartik Tyagi,AJ Tye"	51
1543	Sharjah Cricket Stadium	2	5.6	Rajasthan Royals	Delhi Capitals	"YBK Jaiswal,SPD Smith,JC Buttler"	"K Rabada,R Ashwin,A Nortje,HV Patel"	41
1544	Sheikh Zayed Stadium	1	5.6	Kolkata Knight Riders	Kings XI Punjab	"EJG Morgan,Shubman Gill,N Rana,RA Tripathi"	"Mohammed Shami,Arshdeep Singh,CJ Jordan"	25
1545	Sheikh Zayed Stadium	2	5.6	Kings XI Punjab	Kolkata Knight Riders	"MA Agarwal,KL Rahul"	"M Prasidh Krishna,PJ Cummins,KL Nagarkoti"	47
1546	Dubai International Cricket Stadium	1	5.7	Royal Challengers Bangalore	Chennai Super Kings	"AJ Finch,V Kohli,D Padikkal"	"SM Curran,DL Chahar,SN Thakur"	36
1547	Dubai International Cricket Stadium	2	5.6	Chennai Super Kings	Royal Challengers Bangalore	"SR Watson,AT Rayudu,F du Plessis,N Jagadeesan"	"I Udana,CH Morris,NA Saini,Washington Sundar"	26
1548	Dubai International Cricket Stadium	1	5.6	Sunrisers Hyderabad	Rajasthan Royals	"MK Pandey,JM Bairstow,DA Warner"	"S Gopal,JC Archer,Kartik Tyagi,JD Unadkat"	26
1549	Dubai International Cricket Stadium	2	5.6	Rajasthan Royals	Sunrisers Hyderabad	"BA Stokes,RV Uthappa,SPD Smith,SV Samson,JC Buttler"	"T Natarajan,Sandeep Sharma,KK Ahmed"	36
155	Buffalo Park	2	5.6	Kolkata Knight Riders	Mumbai Indians	"MN van Wyk,CH Gayle,SC Ganguly,BJ Hodge"	"Harbhajan Singh,Z Khan,GR Napier,SL Malinga"	26
1550	Sheikh Zayed Stadium	1	5.6	Delhi Capitals	Mumbai Indians	"PP Shaw,S Dhawan,SS Iyer,AM Rahane"	"TA Boult,JJ Bumrah,KH Pandya,JL Pattinson"	46
1551	Sheikh Zayed Stadium	2	5.6	Mumbai Indians	Delhi Capitals	"Q de Kock,RG Sharma"	"K Rabada,AR Patel,R Ashwin,A Nortje"	44
1552	Sharjah Cricket Stadium	1	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"AJ Finch,D Padikkal"	"M Prasidh Krishna,AD Russell,PJ Cummins"	47
1553	Sharjah Cricket Stadium	2	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"Shubman Gill,N Rana,T Banton"	"Mohammed Siraj,CH Morris,NA Saini,Washington Sundar"	43
1554	Dubai International Cricket Stadium	1	5.6	Chennai Super Kings	Sunrisers Hyderabad	"SM Curran,SR Watson,AT Rayudu,F du Plessis"	"Sandeep Sharma,KK Ahmed,S Nadeem"	44
1555	Dubai International Cricket Stadium	2	5.6	Sunrisers Hyderabad	Chennai Super Kings	"MK Pandey,JM Bairstow,KS Williamson,DA Warner"	"SM Curran,DL Chahar"	40
1556	Dubai International Cricket Stadium	1	5.7	Delhi Capitals	Rajasthan Royals	"PP Shaw,S Dhawan,SS Iyer,AM Rahane"	"JC Archer,BA Stokes,Kartik Tyagi,JD Unadkat"	47
1557	Dubai International Cricket Stadium	2	5.6	Rajasthan Royals	Delhi Capitals	"SPD Smith,BA Stokes,SV Samson,JC Buttler"	"K Rabada,TU Deshpande,R Ashwin,A Nortje"	50
1558	Sharjah Cricket Stadium	1	5.7	Royal Challengers Bangalore	Kings XI Punjab	"AJ Finch,V Kohli,D Padikkal"	"Mohammed Shami,Arshdeep Singh,Ravi Bishnoi,GJ Maxwell"	57
1559	Sharjah Cricket Stadium	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"MA Agarwal,KL Rahul"	"I Udana,CH Morris,NA Saini,YS Chahal"	56
156	Kingsmead	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"JD Ryder,R Bishnoi,SP Goswami,JH Kallis"	"VS Malik,IK Pathan,YA Abdulla"	38
1560	Sheikh Zayed Stadium	1	5.6	Kolkata Knight Riders	Mumbai Indians	"KD Karthik,Shubman Gill,N Rana,RA Tripathi"	"TA Boult,NM Coulter-Nile,JJ Bumrah,KH Pandya"	33
1561	Sheikh Zayed Stadium	2	5.6	Mumbai Indians	Kolkata Knight Riders	"Q de Kock,RG Sharma"	"M Prasidh Krishna,CJ Green,AD Russell,PJ Cummins"	51
1562	Sharjah Cricket Stadium	1	5.6	Chennai Super Kings	Delhi Capitals	"SM Curran,SR Watson,F du Plessis"	"K Rabada,AR Patel,TU Deshpande,A Nortje"	39
1563	Sharjah Cricket Stadium	2	5.6	Delhi Capitals	Chennai Super Kings	"PP Shaw,S Dhawan,SS Iyer,AM Rahane"	"SM Curran,DL Chahar,SN Thakur"	41
1564	Dubai International Cricket Stadium	1	5.7	Rajasthan Royals	Royal Challengers Bangalore	"RV Uthappa,BA Stokes,SV Samson"	"I Udana,CH Morris,NA Saini,Washington Sundar"	52
1565	Dubai International Cricket Stadium	2	5.6	Royal Challengers Bangalore	Rajasthan Royals	"AJ Finch,V Kohli,D Padikkal"	"S Gopal,JC Archer,Kartik Tyagi,JD Unadkat"	47
1566	Sheikh Zayed Stadium	1	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"Shubman Gill,RA Tripathi"	"T Natarajan,Sandeep Sharma,Basil Thampi"	48
1567	Sheikh Zayed Stadium	2	5.7	Sunrisers Hyderabad	Kolkata Knight Riders	"JM Bairstow,KS Williamson"	"AD Russell,CV Varun,PJ Cummins,Shivam Mavi"	58
1568	Dubai International Cricket Stadium	1	5.6	Mumbai Indians	Kings XI Punjab	"Q de Kock,Ishan Kishan,SA Yadav,KH Pandya,RG Sharma"	"Mohammed Shami,Arshdeep Singh,GJ Maxwell"	43
1569	Dubai International Cricket Stadium	2	5.6	Kings XI Punjab	Mumbai Indians	"MA Agarwal,CH Gayle,KL Rahul"	"TA Boult,NM Coulter-Nile,JJ Bumrah,KH Pandya"	51
157	Kingsmead	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"K Goel,Yuvraj Singh"	"JD Ryder,P Kumar,JH Kallis"	35
1570	Sheikh Zayed Stadium	1	5.6	Chennai Super Kings	Rajasthan Royals	"SM Curran,SR Watson,AT Rayudu,F du Plessis"	"AS Rajpoot,JC Archer,BA Stokes,Kartik Tyagi"	43
